ad_id,ad_date,day_of_the_week,hour_of_day,agency,ad_size,platform,device_type,format,impressions,clicks,spend
ads22772,2017-01-07,Saturday,10:00,Mugen,480x70,Web,Mobile,Display,1595,115,29
ads22773,2017-01-08,Sunday,10:00,Ogly,336x250,Web,Desktop,Video,3840,278,89
ads22774,2017-01-09,Monday,10:00,Dentsu,300x250,Web,Mobile,Video,4103,297,46
ads22775,2017-01-10,Tuesday,10:00,Zion,480x70,Web,Mobile,Display,3491,252,39
ads22776,2017-01-11,Wednesday,10:00,MediaCom,300x250,Web,Mobile,Display,15136,"1,095",491
ads22777,2017-01-12,Thursday,10:00,Paul and Clark,300x250,Web,Mobile,Video,4420,320,42
ads22778,2017-01-13,Friday,10:00,Mugen,700x450,App,Mobile,Video,3774,273,42
ads22779,2017-01-14,Saturday,10:00,Ogly,336x250,Web,Desktop,Display,2910,211,41
ads22780,2017-01-15,Sunday,10:00,Mugen,336x250,App,Mobile,Video,5098,369,54
ads22781,2017-01-16,Monday,10:00,Paul and Clark,728x95,Web,Desktop,Display,607,44,23
ads22782,2017-01-17,Tuesday,10:00,Zion,336x250,Web,Desktop,Display,6979,507,124
ads22783,2017-01-18,Wednesday,10:00,MediaCom,300x250,Web,Desktop,Video,190,14,1
ads22784,2017-01-19,Thursday,10:00,Dentsu,728x96,Web,Desktop,Display,6713,488,19
ads22785,2017-01-20,Friday,10:00,Mugen,700x450,Web,Mobile,Video,57492,"4,177",199
ads22786,2017-01-21,Saturday,10:00,Dentsu,336x250,App,Mobile,Display,2766,201,133
ads22787,2017-01-22,Sunday,10:00,MediaCom,720x300,Web,Desktop,Display,51322,"3,731",210
ads22788,2017-01-23,Monday,10:00,Ogly,480x70,App,Mobile,Display,30,2,0
ads22789,2017-01-24,Tuesday,10:00,Paul and Clark,300x250,Web,Desktop,Display,4139,301,56
ads22790,2017-01-25,Wednesday,10:00,Zion,300x250,App,Mobile,Video,946,69,25
ads22791,2017-01-26,Thursday,10:00,Zion,480x70,App,Mobile,Display,3507,255,102
ads22792,2017-01-27,Friday,10:00,Paul and Clark,300x250,Web,Desktop,Display,986,72,25
ads22793,2017-01-28,Saturday,10:00,Ogly,336x250,Web,Mobile,Video,6811,496,136
ads22794,2017-01-29,Sunday,10:00,MediaCom,700x450,Web,Desktop,Video,2702,197,66
ads22795,2017-01-30,Monday,10:00,Dentsu,336x250,Web,Mobile,Display,5157,376,129
ads22796,2017-01-31,Tuesday,10:00,Mugen,300x250,App,Mobile,Display,4661,340,44
ads22797,2017-02-01,Wednesday,10:00,Ogly,480x70,Web,Mobile,Display,7508,547,357
ads22798,2017-02-02,Thursday,10:00,Dentsu,336x250,Web,Mobile,Display,7116,519,131
ads22799,2017-02-03,Friday,10:00,Zion,300x250,App,Mobile,Display,57498,"4,191",161
ads22800,2017-02-04,Saturday,10:00,MediaCom,720x300,Web,Desktop,Display,6976,509,124
ads22801,2017-02-05,Sunday,10:00,Paul and Clark,300x600,Web,Desktop,Display,5072,370,18
ads22802,2017-02-06,Monday,10:00,Mugen,336x250,Web,Desktop,Video,7907,577,244
ads22803,2017-02-07,Tuesday,10:00,Ogly,300x250,Web,Mobile,Video,4368,319,17
ads22804,2017-02-08,Wednesday,10:00,Mugen,336x250,Web,Desktop,Display,15791,"1,153",523
ads22805,2017-02-09,Thursday,10:00,Paul and Clark,300x250,Web,Mobile,Display,4590,335,46
ads22806,2017-02-10,Friday,10:00,Zion,300x250,Web,Mobile,Video,13734,"1,004",433
ads22807,2017-02-11,Saturday,10:00,MediaCom,700x450,App,Mobile,Video,4075,298,42
ads22808,2017-02-12,Sunday,10:00,Dentsu,300x250,Web,Mobile,Display,92,7,0
ads22809,2017-02-13,Monday,10:00,Mugen,336x250,App,Mobile,Video,468,34,2
ads22810,2017-02-14,Tuesday,10:00,Dentsu,728x104,Web,Desktop,Display,4637,339,41
ads22811,2017-02-15,Wednesday,10:00,MediaCom,336x250,App,Mobile,Display,2911,213,73
ads22812,2017-02-16,Thursday,10:00,Ogly,300x250,Web,Desktop,Video,6802,498,22
ads22813,2017-02-17,Friday,10:00,Paul and Clark,728x105,Web,Desktop,Display,182,13,1
ads22814,2017-02-18,Saturday,10:00,Zion,300x250,Web,Desktop,Display,2952,216,38
ads22815,2017-02-19,Sunday,10:00,Zion,300x250,Web,Desktop,Video,12156,893,39
ads22816,2017-02-20,Monday,10:00,Paul and Clark,720x300,Web,Desktop,Display,1082,79,3
ads22817,2017-02-21,Tuesday,10:00,Ogly,480x70,App,Mobile,Display,13992,"1,027",39
ads22818,2017-02-22,Wednesday,10:00,MediaCom,336x250,Web,Mobile,Video,46,3,0
ads22819,2017-02-23,Thursday,10:00,Dentsu,300x250,App,Mobile,Video,503,37,15
ads22820,2017-02-24,Friday,10:00,Mugen,480x70,App,Mobile,Display,4074,299,53
ads22821,2017-02-25,Saturday,10:00,Ogly,300x250,App,Mobile,Display,8996,661,37
ads22822,2017-02-26,Sunday,10:00,Dentsu,300x250,App,Mobile,Video,342,25,7
ads22823,2017-02-27,Monday,10:00,Zion,700x450,Web,Desktop,Video,52,4,0
ads22824,2017-02-28,Tuesday,10:00,MediaCom,336x250,Web,Mobile,Display,1203,88,33
ads22825,2017-03-01,Wednesday,10:00,Paul and Clark,720x300,Web,Desktop,Display,6802,500,114
ads22826,2017-03-02,Thursday,10:00,Mugen,480x70,Web,Mobile,Display,1860,137,6
ads22827,2017-03-03,Friday,10:00,Ogly,336x250,Web,Mobile,Display,5059,372,111
ads22828,2017-03-04,Saturday,10:00,Mugen,300x250,Web,Mobile,Video,4893,360,100
ads22829,2017-03-05,Sunday,10:00,Paul and Clark,480x70,Web,Mobile,Display,3794,279,43
ads22830,2017-03-06,Monday,10:00,Zion,300x600,Web,Desktop,Display,16331,"1,202",498
ads22831,2017-03-07,Tuesday,10:00,MediaCom,336x250,Web,Desktop,Video,3217,237,35
ads22832,2017-03-08,Wednesday,10:00,Dentsu,700x450,App,Mobile,Video,3607,266,12
ads22833,2017-03-09,Thursday,10:00,Mugen,336x250,Web,Desktop,Display,4431,327,99
ads22834,2017-03-10,Friday,10:00,Dentsu,300x250,Web,Mobile,Display,631,47,21
ads22835,2017-03-11,Saturday,10:00,MediaCom,728x110,Web,Desktop,Display,14404,"1,062",455
ads22836,2017-03-12,Sunday,10:00,Ogly,336x250,Web,Desktop,Display,620,46,9
ads22837,2017-03-13,Monday,10:00,Paul and Clark,300x250,Web,Mobile,Display,3845,284,102
ads22838,2017-03-14,Tuesday,10:00,Zion,336x250,App,Mobile,Video,3901,288,38
ads22839,2017-03-15,Wednesday,10:00,Zion,700x450,Web,Mobile,Video,640,47,11
ads22840,2017-03-16,Thursday,10:00,Paul and Clark,336x250,App,Mobile,Display,2858,211,36
ads22841,2017-03-17,Friday,10:00,Ogly,300x250,Web,Desktop,Video,1793,133,33
ads22842,2017-03-18,Saturday,10:00,MediaCom,480x70,App,Mobile,Display,4346,321,120
ads22843,2017-03-19,Sunday,10:00,Dentsu,300x250,Web,Desktop,Display,3579,265,93
ads22844,2017-03-20,Monday,10:00,Mugen,300x250,Web,Desktop,Video,5273,390,119
ads22845,2017-03-21,Tuesday,10:00,Ogly,720x300,Web,Desktop,Display,3735,276,59
ads22846,2017-03-22,Wednesday,10:00,Dentsu,300x250,Web,Desktop,Display,15424,"1,141",467
ads22847,2017-03-23,Thursday,10:00,Zion,336x250,Web,Mobile,Video,3329,246,54
ads22848,2017-03-24,Friday,10:00,MediaCom,300x250,App,Mobile,Video,2278,169,61
ads22849,2017-03-25,Saturday,10:00,Paul and Clark,336x250,Web,Mobile,Display,3235,239,26
ads22850,2017-03-26,Sunday,10:00,Mugen,300x250,App,Mobile,Display,7662,567,30
ads22851,2017-03-27,Monday,10:00,Ogly,300x250,App,Mobile,Video,15811,"1,170",48
ads22852,2017-03-28,Tuesday,10:00,Mugen,700x450,Web,Desktop,Video,4719,349,42
ads22853,2017-03-29,Wednesday,10:00,Paul and Clark,300x250,App,Mobile,Display,3687,273,41
ads22854,2017-03-30,Thursday,10:00,Zion,720x300,Web,Desktop,Display,2377,176,63
ads22855,2017-03-31,Friday,10:00,MediaCom,480x70,Web,Mobile,Display,14123,"1,046",60
ads22856,2017-04-01,Saturday,10:00,Dentsu,336x250,Web,Desktop,Video,5,0,0
ads22857,2017-04-02,Sunday,10:00,Mugen,300x250,Web,Mobile,Video,7582,562,132
ads22858,2017-04-03,Monday,10:00,Dentsu,480x70,Web,Mobile,Display,16725,"1,240",56
ads22859,2017-04-04,Tuesday,10:00,MediaCom,300x250,Web,Mobile,Display,1605,119,27
ads22860,2017-04-05,Wednesday,10:00,Ogly,300x250,Web,Mobile,Video,190,14,1
ads22861,2017-04-06,Thursday,10:00,Paul and Clark,700x450,App,Mobile,Video,3791,281,54
ads22862,2017-04-07,Friday,10:00,Zion,336x250,Web,Desktop,Display,3011,223,42
ads22863,2017-04-08,Saturday,10:00,Zion,336x250,App,Mobile,Video,3165,235,78
ads22864,2017-04-09,Sunday,10:00,Paul and Clark,728x119,Web,Desktop,Display,8253,612,40
ads22865,2017-04-10,Monday,10:00,Ogly,336x250,Web,Desktop,Display,3411,253,88
ads22866,2017-04-11,Tuesday,10:00,MediaCom,300x250,Web,Desktop,Video,1850,137,16
ads22867,2017-04-12,Wednesday,10:00,Dentsu,728x120,Web,Desktop,Display,1797,133,24
ads22868,2017-04-13,Thursday,10:00,Mugen,700x450,Web,Mobile,Video,6038,449,113
ads22869,2017-04-14,Friday,10:00,Ogly,336x250,App,Mobile,Display,4621,343,51
ads22870,2017-04-15,Saturday,10:00,Dentsu,720x300,Web,Desktop,Display,16105,"1,196",39
ads22871,2017-04-16,Sunday,10:00,Zion,480x70,App,Mobile,Display,3582,266,32
ads22872,2017-04-17,Monday,10:00,MediaCom,300x250,Web,Desktop,Display,2970,221,80
ads22873,2017-04-18,Tuesday,10:00,Paul and Clark,300x250,App,Mobile,Video,13090,973,504
ads22874,2017-04-19,Wednesday,10:00,Mugen,480x70,App,Mobile,Display,7151,532,214
ads22875,2017-04-20,Thursday,10:00,Ogly,300x250,Web,Desktop,Display,775,58,24
ads22876,2017-04-21,Friday,10:00,Mugen,336x250,Web,Mobile,Video,551,41,11
ads22877,2017-04-22,Saturday,10:00,Paul and Clark,700x450,Web,Desktop,Video,2862,213,45
ads22878,2017-04-23,Sunday,10:00,Zion,336x250,Web,Mobile,Display,2646,197,142
ads22879,2017-04-24,Monday,10:00,MediaCom,300x250,App,Mobile,Display,1211,90,19
ads22880,2017-04-25,Tuesday,10:00,Dentsu,480x70,Web,Mobile,Display,2889,215,84
ads22881,2017-04-26,Wednesday,10:00,Mugen,336x250,Web,Mobile,Display,1683,125,35
ads22882,2017-04-27,Thursday,10:00,Dentsu,300x250,App,Mobile,Display,10801,805,53
ads22883,2017-04-28,Friday,10:00,MediaCom,720x300,Web,Desktop,Display,3676,274,40
ads22884,2017-04-29,Saturday,10:00,Ogly,300x600,Web,Desktop,Display,3772,281,47
ads22885,2017-04-30,Sunday,10:00,Paul and Clark,336x250,Web,Desktop,Video,3157,235,77
ads22886,2017-05-01,Monday,10:00,Zion,300x250,Web,Mobile,Video,481,36,1
ads22887,2017-05-02,Tuesday,10:00,Zion,336x250,Web,Desktop,Display,5591,417,117
ads22888,2017-05-03,Wednesday,10:00,Paul and Clark,300x250,Web,Mobile,Display,5173,386,129
ads22889,2017-05-04,Thursday,10:00,Ogly,300x250,Web,Mobile,Video,15683,"1,170",491
ads22890,2017-05-05,Friday,10:00,MediaCom,700x450,App,Mobile,Video,2903,217,58
ads22891,2017-05-06,Saturday,10:00,Dentsu,300x250,Web,Mobile,Display,3750,280,130
ads22892,2017-05-08,Monday,10:00,Ogly,728x128,Web,Desktop,Display,16483,"1,232",53
ads22893,2017-05-09,Tuesday,10:00,Dentsu,336x250,App,Mobile,Display,4457,333,128
ads22894,2017-05-10,Wednesday,10:00,Zion,300x250,Web,Desktop,Video,5527,413,112
ads22895,2017-05-11,Thursday,10:00,MediaCom,728x129,Web,Desktop,Display,183,14,1
ads22896,2017-05-12,Friday,10:00,Paul and Clark,300x250,Web,Desktop,Display,3245,243,38
ads22897,2017-05-13,Saturday,10:00,Mugen,300x250,Web,Desktop,Video,5407,405,100
ads22898,2017-05-14,Sunday,10:00,Ogly,720x300,Web,Desktop,Display,368,28,13
ads22899,2017-05-15,Monday,10:00,Mugen,480x70,App,Mobile,Display,456,34,2
ads22900,2017-05-16,Tuesday,10:00,Paul and Clark,336x250,Web,Mobile,Video,14927,"1,119",477
ads22901,2017-05-17,Wednesday,10:00,Zion,300x250,App,Mobile,Video,4272,320,39
ads22902,2017-05-18,Thursday,10:00,MediaCom,480x70,App,Mobile,Display,4350,326,45
ads22903,2017-05-19,Friday,10:00,Dentsu,300x250,App,Mobile,Display,2,0,0
ads22904,2017-05-20,Saturday,10:00,Mugen,300x250,App,Mobile,Video,2,0,0
ads22905,2017-05-21,Sunday,10:00,Dentsu,700x450,Web,Desktop,Video,6706,503,50
ads22906,2017-05-22,Monday,10:00,MediaCom,336x250,Web,Mobile,Display,3060,230,45
ads22907,2017-05-23,Tuesday,10:00,Ogly,720x300,Web,Desktop,Display,4436,333,107
ads22908,2017-05-24,Wednesday,10:00,Paul and Clark,480x70,Web,Mobile,Display,13957,"1,047",53
ads22909,2017-05-25,Thursday,10:00,Zion,336x250,Web,Mobile,Display,51,4,0
ads22910,2017-05-26,Friday,10:00,Zion,300x250,Web,Mobile,Video,5001,376,111
ads22911,2017-05-27,Saturday,10:00,Paul and Clark,480x70,Web,Mobile,Display,2958,222,41
ads22912,2017-05-28,Sunday,10:00,Ogly,300x600,Web,Desktop,Display,402,30,8
ads22913,2017-05-29,Monday,10:00,MediaCom,336x250,Web,Desktop,Video,2720,204,67
ads22914,2017-05-30,Tuesday,10:00,Dentsu,700x450,App,Mobile,Video,48625,"3,655",161
ads22915,2017-06-02,Friday,10:00,Dentsu,728x134,Web,Desktop,Display,6880,517,135
ads22916,2017-06-03,Saturday,10:00,Zion,336x250,Web,Desktop,Display,4242,319,190
ads22917,2017-06-04,Sunday,10:00,MediaCom,300x250,Web,Mobile,Display,7,1,0
ads22918,2017-06-06,Tuesday,10:00,Mugen,700x450,Web,Mobile,Video,15613,"1,174",500
ads22919,2017-06-07,Wednesday,10:00,Ogly,336x250,App,Mobile,Display,5333,401,147
ads22920,2017-06-08,Thursday,10:00,Mugen,300x250,Web,Desktop,Video,5709,430,116
ads22921,2017-06-09,Friday,10:00,Paul and Clark,480x70,App,Mobile,Display,57991,"4,365",170
ads22922,2017-06-10,Saturday,10:00,Zion,300x250,Web,Desktop,Display,8956,674,33
ads22923,2017-06-11,Sunday,10:00,MediaCom,300x250,Web,Desktop,Video,4302,324,41
ads22924,2017-06-12,Monday,10:00,Dentsu,720x300,Web,Desktop,Display,551,42,9
ads22925,2017-06-14,Wednesday,10:00,Dentsu,336x250,Web,Mobile,Video,4108,309,40
ads22926,2017-06-15,Thursday,10:00,MediaCom,300x250,App,Mobile,Video,2677,202,73
ads22927,2017-06-17,Saturday,10:00,Paul and Clark,300x250,App,Mobile,Display,2763,208,37
ads22928,2017-06-18,Sunday,10:00,Zion,300x250,App,Mobile,Video,4588,346,111
ads22929,2017-06-19,Monday,10:00,Zion,700x450,Web,Desktop,Video,4314,326,64
ads22930,2017-06-21,Wednesday,10:00,Ogly,720x300,Web,Desktop,Display,13068,987,394
ads22931,2017-06-24,Saturday,10:00,Mugen,300x250,Web,Mobile,Video,6090,460,217
ads22932,2017-06-25,Sunday,10:00,Ogly,480x70,Web,Mobile,Display,3662,277,39
ads22933,2017-06-26,Monday,10:00,Dentsu,300x250,Web,Mobile,Display,2893,219,12
ads22934,2017-06-29,Thursday,10:00,Paul and Clark,336x250,Web,Desktop,Display,4132,312,98
ads22935,2017-06-30,Friday,10:00,Mugen,336x250,App,Mobile,Video,4373,331,58
ads22936,2017-07-01,Saturday,10:00,Ogly,728x143,Web,Desktop,Display,6998,529,28
ads22937,2017-07-02,Sunday,10:00,Mugen,336x250,Web,Desktop,Display,2888,218,37
ads22938,2017-07-03,Monday,10:00,Paul and Clark,300x250,Web,Desktop,Video,3050,231,52
ads22939,2017-07-04,Tuesday,10:00,Zion,728x144,Web,Desktop,Display,549,42,2
ads22940,2017-07-05,Wednesday,10:00,MediaCom,700x450,Web,Mobile,Video,3947,299,37
ads22941,2017-07-06,Thursday,10:00,Dentsu,336x250,App,Mobile,Display,16752,"1,268",62
ads22942,2017-07-07,Friday,10:00,Mugen,720x300,Web,Desktop,Display,984,75,21
ads22943,2017-07-08,Saturday,10:00,Dentsu,480x70,App,Mobile,Display,904,69,14
ads22944,2017-07-09,Sunday,10:00,MediaCom,300x250,Web,Desktop,Display,1215,92,5
ads22945,2017-07-10,Monday,10:00,Ogly,300x250,App,Mobile,Video,15652,"1,187",47
ads22946,2017-07-11,Tuesday,10:00,Paul and Clark,480x70,App,Mobile,Display,7219,548,141
ads22947,2017-07-12,Wednesday,10:00,Zion,300x250,Web,Desktop,Display,572,43,2
ads22948,2017-07-13,Thursday,10:00,Zion,336x250,Web,Mobile,Video,14647,"1,111",45
ads22949,2017-07-14,Friday,10:00,Paul and Clark,700x450,Web,Desktop,Video,546,41,2
ads22950,2017-07-15,Saturday,10:00,Ogly,336x250,Web,Mobile,Display,3685,280,40
ads22951,2017-07-16,Sunday,10:00,MediaCom,300x250,App,Mobile,Display,4086,310,93
ads22952,2017-07-17,Monday,10:00,Dentsu,480x70,Web,Mobile,Display,13959,"1,060",455
ads22953,2017-07-18,Tuesday,10:00,Mugen,336x250,Web,Mobile,Display,10887,827,395
ads22954,2017-07-19,Wednesday,10:00,Ogly,300x250,App,Mobile,Display,1925,146,46
ads22955,2017-07-20,Thursday,10:00,Dentsu,720x300,Web,Desktop,Display,2098,159,41
ads22956,2017-07-21,Friday,10:00,Zion,300x600,Web,Desktop,Display,4066,309,100
ads22957,2017-07-22,Saturday,10:00,MediaCom,336x250,Web,Desktop,Video,4034,307,98
ads22958,2017-07-23,Sunday,10:00,Paul and Clark,300x250,Web,Mobile,Video,4189,318,46
ads22959,2017-07-24,Monday,10:00,Mugen,336x250,Web,Desktop,Display,5516,419,43
ads22960,2017-07-25,Tuesday,10:00,Ogly,300x250,Web,Mobile,Display,3829,291,111
ads22961,2017-07-26,Wednesday,10:00,Mugen,300x250,Web,Mobile,Video,1967,150,25
ads22962,2017-07-27,Thursday,10:00,Paul and Clark,700x450,App,Mobile,Video,56003,"4,259",171
ads22963,2017-07-28,Friday,10:00,Zion,300x250,Web,Mobile,Display,56487,"4,296",255
ads22964,2017-07-29,Saturday,10:00,MediaCom,336x250,App,Mobile,Video,3817,290,91
ads22965,2017-07-30,Sunday,10:00,Dentsu,728x152,Web,Desktop,Display,11290,859,31
ads22966,2017-07-31,Monday,10:00,Mugen,336x250,App,Mobile,Display,3283,250,45
ads22967,2017-08-01,Tuesday,10:00,Dentsu,300x250,Web,Desktop,Video,11040,840,347
ads22968,2017-08-02,Wednesday,10:00,MediaCom,728x153,Web,Desktop,Display,4461,339,37
ads22969,2017-08-03,Thursday,10:00,Ogly,300x250,Web,Desktop,Display,10167,774,31
ads22970,2017-08-04,Friday,10:00,Paul and Clark,300x250,Web,Desktop,Video,4544,346,110
ads22971,2017-08-05,Saturday,10:00,Zion,720x300,Web,Desktop,Display,878,67,14
ads22972,2017-08-06,Sunday,10:00,Zion,480x70,App,Mobile,Display,424,32,3
ads22973,2017-08-07,Monday,10:00,Paul and Clark,336x250,Web,Mobile,Video,3363,256,92
ads22974,2017-08-08,Tuesday,10:00,Ogly,300x250,App,Mobile,Video,11333,863,339
ads22975,2017-08-09,Wednesday,10:00,MediaCom,480x70,App,Mobile,Display,14572,"1,110",411
ads22976,2017-08-10,Thursday,10:00,Dentsu,300x250,App,Mobile,Display,425,32,2
ads22977,2017-08-11,Friday,10:00,Mugen,300x250,App,Mobile,Video,14439,"1,102",503
ads22978,2017-08-12,Saturday,10:00,Ogly,700x450,Web,Desktop,Video,2476,189,47
ads22979,2017-08-13,Sunday,10:00,Dentsu,336x250,Web,Mobile,Display,4744,362,102
ads22980,2017-08-14,Monday,10:00,Zion,720x300,Web,Desktop,Display,4709,360,244
ads22981,2017-08-15,Tuesday,10:00,MediaCom,480x70,Web,Mobile,Display,16034,"1,225",498
ads22982,2017-08-16,Wednesday,10:00,Paul and Clark,336x250,Web,Mobile,Display,6665,510,143
ads22983,2017-08-17,Thursday,10:00,Mugen,300x250,Web,Mobile,Video,554,42,2
ads22984,2017-08-18,Friday,10:00,Ogly,480x70,Web,Mobile,Display,12048,922,36
ads22985,2017-08-19,Saturday,10:00,Mugen,300x600,Web,Desktop,Display,9098,696,279
ads22986,2017-08-20,Sunday,10:00,Paul and Clark,336x250,Web,Desktop,Video,5927,454,132
ads22987,2017-08-21,Monday,10:00,Zion,700x450,App,Mobile,Video,561,43,1
ads22988,2017-08-22,Tuesday,10:00,MediaCom,336x250,Web,Desktop,Display,7855,601,32
ads22989,2017-08-23,Wednesday,10:00,Dentsu,300x250,Web,Mobile,Display,6719,514,135
ads22990,2017-08-24,Thursday,10:00,Mugen,728x158,Web,Desktop,Display,3035,233,11
ads22991,2017-08-25,Friday,10:00,Dentsu,336x250,Web,Desktop,Display,3885,298,40
ads22992,2017-08-26,Saturday,10:00,MediaCom,300x250,Web,Mobile,Display,2049,157,37
ads22993,2017-08-27,Sunday,10:00,Ogly,336x250,App,Mobile,Video,11587,889,419
ads22994,2017-08-28,Monday,10:00,Paul and Clark,700x450,Web,Mobile,Video,14258,"1,095",42
ads22995,2017-08-29,Tuesday,10:00,Zion,336x250,App,Mobile,Display,2963,228,47
ads22996,2017-08-30,Wednesday,10:00,Zion,300x250,Web,Desktop,Video,3563,274,97
ads22997,2017-08-31,Thursday,10:00,Paul and Clark,480x70,App,Mobile,Display,2643,203,70
ads22998,2017-09-01,Friday,10:00,Ogly,300x250,Web,Desktop,Display,7285,560,260
ads22999,2017-09-02,Saturday,10:00,MediaCom,300x250,Web,Desktop,Video,605,47,12
ads23000,2017-09-03,Sunday,10:00,Dentsu,720x300,Web,Desktop,Display,15436,"1,186",525
ads23001,2017-09-04,Monday,10:00,Mugen,300x250,Web,Desktop,Display,1336,103,5
ads23002,2017-09-05,Tuesday,10:00,Ogly,336x250,Web,Mobile,Video,4682,360,113
ads23003,2017-09-06,Wednesday,10:00,Dentsu,300x250,App,Mobile,Video,7400,569,142
ads23004,2017-09-07,Thursday,10:00,Zion,336x250,Web,Mobile,Display,3771,290,40
ads23005,2017-09-08,Friday,10:00,MediaCom,300x250,App,Mobile,Display,1,0,0
ads23006,2017-09-09,Saturday,10:00,Paul and Clark,300x250,App,Mobile,Video,188,15,1
ads23007,2017-09-10,Sunday,10:00,Mugen,700x450,Web,Desktop,Video,5111,393,127
ads23008,2017-09-11,Monday,10:00,Ogly,300x250,App,Mobile,Display,14657,"1,130",436
ads23009,2017-09-12,Tuesday,10:00,Mugen,720x300,Web,Desktop,Display,3056,236,49
ads23010,2017-09-13,Wednesday,10:00,Paul and Clark,480x70,Web,Mobile,Display,5459,421,248
ads23011,2017-09-14,Thursday,10:00,Zion,336x250,Web,Desktop,Video,3222,249,82
ads23012,2017-09-15,Friday,10:00,MediaCom,300x250,Web,Mobile,Video,1104,85,19
ads23013,2017-09-16,Saturday,10:00,Dentsu,480x70,Web,Mobile,Display,3778,292,43
ads23014,2017-09-17,Sunday,10:00,Mugen,300x250,Web,Mobile,Display,2626,203,40
ads23015,2017-09-18,Monday,10:00,Dentsu,300x250,Web,Mobile,Video,4617,356,114
ads23016,2017-09-19,Tuesday,10:00,MediaCom,700x450,App,Mobile,Video,4826,373,201
ads23017,2017-09-20,Wednesday,10:00,Ogly,336x250,Web,Desktop,Display,6813,526,121
ads23018,2017-09-21,Thursday,10:00,Paul and Clark,336x250,App,Mobile,Video,2806,217,49
ads23019,2017-09-22,Friday,10:00,Zion,728x167,Web,Desktop,Display,585,45,10
ads23020,2017-09-23,Saturday,10:00,Zion,336x250,Web,Desktop,Display,391,30,1
ads23021,2017-09-24,Sunday,10:00,Paul and Clark,300x250,Web,Desktop,Video,1297,100,41
ads23022,2017-09-25,Monday,10:00,Ogly,728x168,Web,Desktop,Display,351,27,1
ads23023,2017-09-26,Tuesday,10:00,MediaCom,700x450,Web,Mobile,Video,4998,386,137
ads23024,2017-09-27,Wednesday,10:00,Dentsu,336x250,App,Mobile,Display,1111,86,16
ads23025,2017-09-28,Thursday,10:00,Mugen,720x300,Web,Desktop,Display,13906,"1,075",469
ads23026,2017-09-29,Friday,10:00,Ogly,480x70,App,Mobile,Display,4908,380,102
ads23027,2017-09-30,Saturday,10:00,Dentsu,300x250,Web,Desktop,Display,2857,221,14
ads23028,2017-10-01,Sunday,10:00,Zion,300x250,App,Mobile,Video,3215,249,39
ads23029,2017-10-02,Monday,10:00,MediaCom,480x70,App,Mobile,Display,3848,298,51
ads23030,2017-10-03,Tuesday,10:00,Paul and Clark,300x250,Web,Desktop,Display,4492,348,45
ads23031,2017-10-04,Wednesday,10:00,Mugen,336x250,Web,Mobile,Video,3080,239,49
ads23032,2017-10-05,Thursday,10:00,Ogly,700x450,Web,Desktop,Video,4712,366,17
ads23033,2017-10-06,Friday,10:00,Mugen,336x250,Web,Mobile,Display,4277,332,109
ads23034,2017-10-07,Saturday,10:00,Paul and Clark,300x250,App,Mobile,Display,3862,300,211
ads23035,2017-10-08,Sunday,10:00,Zion,480x70,Web,Mobile,Display,187,15,1
ads23036,2017-10-09,Monday,10:00,MediaCom,336x250,Web,Mobile,Display,5778,449,154
ads23037,2017-10-10,Tuesday,10:00,Dentsu,300x250,App,Mobile,Display,2951,229,44
ads23038,2017-10-11,Wednesday,10:00,Mugen,720x300,Web,Desktop,Display,709,55,24
ads23039,2017-10-12,Thursday,10:00,Dentsu,300x600,Web,Desktop,Display,17559,"1,364",64
ads23040,2017-10-13,Friday,10:00,MediaCom,336x250,Web,Desktop,Video,4363,339,39
ads23041,2017-10-14,Saturday,10:00,Ogly,300x250,Web,Mobile,Video,4206,327,39
ads23042,2017-10-15,Sunday,10:00,Paul and Clark,336x250,Web,Desktop,Display,1069,83,65
ads23043,2017-10-16,Monday,10:00,Zion,300x250,Web,Mobile,Display,4305,335,134
ads23044,2017-10-17,Tuesday,10:00,Zion,300x250,Web,Mobile,Video,2623,204,34
ads23045,2017-10-18,Wednesday,10:00,Paul and Clark,700x450,App,Mobile,Video,3238,252,79
ads23046,2017-10-19,Thursday,10:00,Ogly,300x250,Web,Mobile,Display,3000,234,72
ads23047,2017-10-20,Friday,10:00,MediaCom,336x250,App,Mobile,Video,4270,333,84
ads23048,2017-10-21,Saturday,10:00,Dentsu,728x176,Web,Desktop,Display,3530,275,120
ads23049,2017-10-22,Sunday,10:00,Mugen,336x250,App,Mobile,Display,3787,295,49
ads23050,2017-10-23,Monday,10:00,Ogly,300x250,Web,Desktop,Video,1556,121,40
ads23051,2017-10-24,Tuesday,10:00,Dentsu,728x177,Web,Desktop,Display,7504,585,135
ads23052,2017-10-25,Wednesday,10:00,Zion,300x250,Web,Desktop,Display,3900,304,56
ads23053,2017-10-26,Thursday,10:00,MediaCom,300x250,Web,Desktop,Video,2629,205,138
ads23054,2017-10-27,Friday,10:00,Paul and Clark,720x300,Web,Desktop,Display,5464,427,129
ads23055,2017-10-28,Saturday,10:00,Mugen,480x70,App,Mobile,Display,3651,285,42
ads23056,2017-10-29,Sunday,10:00,Ogly,336x250,Web,Mobile,Video,6052,473,133
ads23057,2017-10-30,Monday,10:00,Mugen,300x250,App,Mobile,Video,4276,334,93
ads23058,2017-10-31,Tuesday,10:00,Paul and Clark,480x70,App,Mobile,Display,6007,470,131
